air_temp,brake_mean,compound,driver,drs_activations,fresh_tyre,gp_name,humidity,is_pit_lap,lap_number,lap_time,position,pressure,race_id,rpm_max,rpm_mean,season,sector_1_time,sector_2_time,sector_3_time,session_name,session_type,speed_max,speed_mean,stint,team,throttle_mean,track_status,track_temp,tyre_life,wind_dir,wind_speed
26.5,0.2206572769953051,MEDIUM,RUS,34,,,,,37.0,101.093,,,2019_BHR,,9745.389671361503,2019,31.353,45.553,24.187,,,,191.593896713615,3.0,Williams,60.847417840375584,,28.2,11.0,55.0,3.0
26.4,0.2047619047619047,MEDIUM,RUS,0,,,,,38.0,99.347,,,2019_BHR,,10068.183333333332,2019,31.488,43.78,24.079,,,,194.69285714285715,3.0,Williams,65.0,,28.1,12.0,52.0,2.8
26.4,0.2072289156626506,MEDIUM,RUS,0,,,,,39.0,98.526,,,2019_BHR,,10031.910843373496,2019,31.33,43.207,23.989,,,,196.5421686746988,3.0,Williams,65.59036144578313,,28.0,13.0,45.0,2.4
26.4,0.2024096385542168,MEDIUM,RUS,0,,,,,40.0,98.455,,,2019_BHR,,10027.250602409638,2019,31.198,43.188,24.069,,,,196.60481927710845,3.0,Williams,64.94698795180723,,28.0,14.0,31.0,2.6
26.3,0.2122641509433962,MEDIUM,RUS,0,,,,,41.0,100.354,,,2019_BHR,,9963.757075471698,2019,32.477,43.547,24.33,,,,193.6179245283019,3.0,Williams,62.56367924528302,,28.0,15.0,53.0,2.7
26.3,0.2090261282660332,MEDIUM,RUS,35,,,,,42.0,99.765,,,2019_BHR,,9898.6864608076,2019,31.415,44.172,24.178,,,,193.48218527315916,3.0,Williams,62.23040380047506,,28.0,16.0,22.0,3.4
26.3,0.1951807228915662,MEDIUM,RUS,0,,,,,43.0,98.622,,,2019_BHR,,9871.35421686747,2019,31.109,43.398,24.115,,,,196.2602409638554,3.0,Williams,64.84096385542169,,28.0,17.0,69.0,3.2
26.3,0.204326923076923,MEDIUM,RUS,0,,,,,44.0,98.618,,,2019_BHR,,9995.95673076923,2019,31.147,43.264,24.207,,,,196.34615384615384,3.0,Williams,65.47836538461539,,27.8,18.0,59.0,2.5
26.3,0.204326923076923,MEDIUM,RUS,0,,,,,45.0,99.004,,,2019_BHR,,9879.125,2019,31.226,43.554,24.224,,,,195.4471153846154,3.0,Williams,64.625,,27.7,19.0,63.0,3.1
26.2,0.2072289156626506,MEDIUM,RUS,0,,,,,46.0,98.79,,,2019_BHR,,9850.693975903614,2019,31.129,43.509,24.152,,,,196.0674698795181,3.0,Williams,64.72289156626506,,27.7,20.0,39.0,2.6
26.2,0.2028639618138424,MEDIUM,RUS,0,,,,,47.0,99.191,,,2019_BHR,,9861.952267303102,2019,31.292,43.626,24.273,,,,195.22434367541769,3.0,Williams,64.23150357995226,,27.6,21.0,33.0,3.3
26.2,0.2095238095238095,MEDIUM,RUS,0,,,,,48.0,99.686,,,2019_BHR,,9867.17857142857,2019,31.403,43.862,24.421,,,,194.4047619047619,3.0,Williams,63.98571428571429,,27.6,22.0,56.0,3.3
26.1,0.219047619047619,MEDIUM,RUS,39,,,,,49.0,99.842,,,2019_BHR,,9838.919047619049,2019,31.714,43.797,24.331,,,,193.57142857142856,3.0,Williams,62.02142857142857,,27.5,23.0,60.0,2.9
26.1,0.2266355140186916,MEDIUM,RUS,0,,,,,50.0,101.616,,,2019_BHR,,9761.16121495327,2019,32.546,44.615,24.455,,,,191.1495327102804,3.0,Williams,59.98364485981308,,27.5,24.0,57.0,2.9
26.1,0.2248243559718969,MEDIUM,RUS,0,,,,,51.0,101.139,,,2019_BHR,,9711.96018735363,2019,32.62,44.219,24.3,,,,190.8758782201405,3.0,Williams,59.47072599531616,,27.5,25.0,44.0,2.5
26.1,0.2372093023255814,MEDIUM,RUS,0,,,,,52.0,102.204,,,2019_BHR,,9778.932558139535,2019,33.642,44.116,24.446,,,,189.45116279069768,3.0,Williams,59.41162790697675,,27.6,26.0,52.0,2.6
26.1,0.228110599078341,MEDIUM,RUS,80,,,,,53.0,103.668,,,2019_BHR,,9637.804147465438,2019,32.905,43.907,26.856,,,,186.70967741935485,3.0,Williams,55.654377880184335,,27.6,27.0,40.0,2.7
26.1,0.236013986013986,MEDIUM,RUS,572,,,,,54.0,134.855,,,2019_BHR,,9104.307692307691,2019,44.008,56.682,34.165,,,,143.4493006993007,3.0,Williams,40.97377622377623,,27.5,28.0,25.0,3.4
26.1,0.2289377289377289,MEDIUM,RUS,546,,,,,55.0,129.89,,,2019_BHR,,9178.346153846154,2019,41.975,55.797,32.118,,,,149.0879120879121,3.0,Williams,44.23076923076923,,27.6,29.0,24.0,3.4
26.1,0.2421875,MEDIUM,RUS,512,,,,,56.0,121.261,,,2019_BHR,,9196.712890625,2019,40.906,53.683,26.672,,,,160.181640625,3.0,Williams,40.369140625,,27.4,30.0,19.0,2.5
26.1,0.2471395881006865,SOFT,RAI,437,,,,,1.0,103.097,,,2019_BHR,,9929.21510297483,2019,,43.863,24.353,,,,182.0549199084668,1.0,Alfa Romeo Racing,62.62471395881007,,29.2,4.0,45.0,2.8
26.1,0.2235576923076923,SOFT,RAI,415,,,,,2.0,98.792,,,2019_BHR,,10176.451923076924,2019,31.277,43.033,24.482,,,,195.65144230769232,1.0,Alfa Romeo Racing,65.08173076923077,,29.3,5.0,22.0,2.3
26.2,0.2313253012048192,SOFT,RAI,98,,,,,3.0,98.882,,,2019_BHR,,9794.6,2019,31.039,43.241,24.602,,,,195.3734939759036,1.0,Alfa Romeo Racing,62.48433734939759,,29.3,6.0,11.0,1.6
26.2,0.2505910165484633,SOFT,RAI,161,,,,,4.0,100.218,,,2019_BHR,,9874.260047281325,2019,30.916,44.568,24.734,,,,193.0756501182033,1.0,Alfa Romeo Racing,63.76359338061466,,29.3,7.0,10.0,1.9
26.2,0.2294685990338164,SOFT,RAI,125,,,,,5.0,98.46,,,2019_BHR,,9985.178743961353,2019,30.619,43.4,24.441,,,,197.0096618357488,1.0,Alfa Romeo Racing,62.94444444444444,,29.2,8.0,41.0,3.1
26.2,0.2529832935560859,SOFT,RAI,97,,,,,6.0,99.405,,,2019_BHR,,10042.551312649164,2019,31.006,44.092,24.307,,,,194.89976133651552,1.0,Alfa Romeo Racing,63.06443914081146,,29.3,9.0,59.0,3.4
26.2,0.2106537530266344,SOFT,RAI,2,,,,,7.0,98.243,,,2019_BHR,,10215.188861985473,2019,31.088,42.952,24.203,,,,197.2687651331719,1.0,Alfa Romeo Racing,66.72397094430993,,29.2,10.0,3.0,2.3
26.2,0.2144578313253012,SOFT,RAI,0,,,,,8.0,98.31,,,2019_BHR,,10232.49156626506,2019,31.019,43.033,24.258,,,,197.35180722891567,1.0,Alfa Romeo Racing,68.0,,29.1,11.0,40.0,2.9
26.2,0.2298578199052132,SOFT,RAI,0,,,,,9.0,100.696,,,2019_BHR,,10052.9336492891,2019,31.016,42.897,26.783,,,,192.90521327014216,1.0,Alfa Romeo Racing,66.25829383886256,,29.1,12.0,49.0,2.9
26.1,0.2318548387096774,MEDIUM,RAI,0,,,,,10.0,117.408,,,2019_BHR,,9728.977822580646,2019,52.112,41.573,23.723,,,,165.79032258064515,2.0,Alfa Romeo Racing,67.33870967741936,,28.9,1.0,53.0,3.1
26.1,0.2192118226600985,MEDIUM,RAI,38,,,,,11.0,96.252,,,2019_BHR,,9985.628078817734,2019,30.344,42.259,23.649,,,,202.2610837438424,2.0,Alfa Romeo Racing,68.27339901477832,,28.8,2.0,22.0,1.9
26.1,0.2063882063882063,MEDIUM,RAI,0,,,,,12.0,96.727,,,2019_BHR,,10228.314496314497,2019,30.598,42.485,23.644,,,,200.6904176904177,2.0,Alfa Romeo Racing,67.06142506142506,,28.8,3.0,33.0,1.7
26.1,0.2024691358024691,MEDIUM,RAI,0,,,,,13.0,96.31,,,2019_BHR,,10292.4,2019,30.53,41.992,23.788,,,,202.17777777777775,2.0,Alfa Romeo Racing,68.4641975308642,,28.8,4.0,4.0,2.5
26.1,0.2009803921568627,MEDIUM,RAI,0,,,,,14.0,96.931,,,2019_BHR,,10233.825980392156,2019,30.601,42.347,23.983,,,,200.43872549019608,2.0,Alfa Romeo Racing,67.44362745098039,,28.9,5.0,352.0,1.6
26.1,0.2073170731707317,MEDIUM,RAI,0,,,,,15.0,97.213,,,2019_BHR,,10188.478048780487,2019,30.684,42.625,23.904,,,,199.4658536585366,2.0,Alfa Romeo Racing,65.90243902439025,,28.8,6.0,26.0,2.1
26.1,0.1941031941031941,MEDIUM,RAI,0,,,,,16.0,97.173,,,2019_BHR,,9980.972972972972,2019,30.791,42.419,23.963,,,,199.72481572481573,2.0,Alfa Romeo Racing,66.67076167076166,,28.8,7.0,17.0,2.0
26.1,0.2033898305084746,MEDIUM,RAI,0,,,,,17.0,97.917,,,2019_BHR,,10145.549636803877,2019,31.025,42.635,24.257,,,,198.53510895883775,2.0,Alfa Romeo Racing,66.46973365617433,,28.7,8.0,34.0,2.4
26.1,0.1951219512195122,MEDIUM,RAI,0,,,,,18.0,97.505,,,2019_BHR,,10232.846341463415,2019,30.946,42.737,23.822,,,,199.3756097560976,2.0,Alfa Romeo Racing,67.74146341463414,,28.7,9.0,27.0,2.1
26.1,0.2111650485436893,MEDIUM,RAI,0,,,,,19.0,97.759,,,2019_BHR,,10210.98786407767,2019,30.965,42.854,23.94,,,,198.1601941747573,2.0,Alfa Romeo Racing,66.77184466019418,,28.8,10.0,85.0,2.2
26.2,0.2077294685990338,MEDIUM,RAI,0,,,,,20.0,98.397,,,2019_BHR,,10160.867149758456,2019,31.227,42.972,24.198,,,,197.44927536231884,2.0,Alfa Romeo Racing,66.72946859903382,,29.0,11.0,345.0,2.5
26.3,0.2307692307692307,MEDIUM,RAI,100,,,,,21.0,98.775,,,2019_BHR,,9948.302884615385,2019,31.365,43.106,24.304,,,,196.47596153846155,2.0,Alfa Romeo Racing,64.13942307692308,,28.8,12.0,30.0,2.2
26.3,0.220873786407767,MEDIUM,RAI,101,,,,,22.0,97.72,,,2019_BHR,,10050.635922330095,2019,30.505,42.898,24.317,,,,198.126213592233,2.0,Alfa Romeo Racing,64.25,,28.8,13.0,50.0,2.2
26.4,0.2019230769230769,MEDIUM,RAI,0,,,,,23.0,98.925,,,2019_BHR,,10103.72596153846,2019,31.178,43.405,24.342,,,,196.00721153846155,2.0,Alfa Romeo Racing,63.71394230769231,,28.9,14.0,59.0,2.1
26.4,0.2096385542168674,MEDIUM,RAI,0,,,,,24.0,98.348,,,2019_BHR,,10083.392771084338,2019,31.088,42.954,24.306,,,,196.8722891566265,2.0,Alfa Romeo Racing,63.79277108433735,,28.9,15.0,9.0,2.9
26.5,0.2100238663484487,MEDIUM,RAI,0,,,,,25.0,99.033,,,2019_BHR,,10023.05011933174,2019,30.999,43.718,24.316,,,,195.53699284009548,2.0,Alfa Romeo Racing,64.8854415274463,,28.9,16.0,37.0,2.2
26.5,0.2200956937799043,MEDIUM,RAI,63,,,,,26.0,99.473,,,2019_BHR,,10157.856459330143,2019,31.518,43.656,24.299,,,,194.80143540669857,2.0,Alfa Romeo Racing,64.11004784688996,,28.8,17.0,39.0,2.1
26.5,0.2313253012048192,MEDIUM,RAI,65,,,,,27.0,98.841,,,2019_BHR,,10172.55421686747,2019,30.936,43.346,24.559,,,,195.9783132530121,2.0,Alfa Romeo Racing,62.71325301204819,,28.8,18.0,44.0,2.5
26.5,0.2177033492822966,MEDIUM,RAI,0,,,,,28.0,99.168,,,2019_BHR,,10152.509569377991,2019,31.204,43.559,24.405,,,,195.2894736842105,2.0,Alfa Romeo Racing,61.92344497607655,,28.8,19.0,40.0,3.2
26.6,0.2038369304556355,MEDIUM,RAI,0,,,,,29.0,98.701,,,2019_BHR,,10183.043165467629,2019,31.061,43.176,24.464,,,,196.47721822541968,2.0,Alfa Romeo Racing,62.70983213429257,,28.8,20.0,27.0,3.0
26.6,0.200956937799043,MEDIUM,RAI,0,,,,,30.0,99.532,,,2019_BHR,,10095.471291866028,2019,31.563,43.483,24.486,,,,194.8062200956938,2.0,Alfa Romeo Racing,62.99043062200957,,28.7,21.0,22.0,2.9
26.6,0.2024096385542168,MEDIUM,RAI,0,,,,,31.0,98.492,,,2019_BHR,,9978.277108433736,2019,30.899,43.394,24.199,,,,197.06265060240963,2.0,Alfa Romeo Racing,62.55180722891566,,28.6,22.0,50.0,2.5
26.6,0.1971153846153846,MEDIUM,RAI,0,,,,,32.0,98.746,,,2019_BHR,,9955.46153846154,2019,31.099,43.262,24.385,,,,196.3028846153846,2.0,Alfa Romeo Racing,62.15865384615385,,28.5,23.0,36.0,3.1
26.6,0.2419354838709677,MEDIUM,RAI,38,,,,,33.0,103.346,,,2019_BHR,,9939.70276497696,2019,31.195,44.512,27.639,,,,187.99769585253452,2.0,Alfa Romeo Racing,63.41013824884793,,28.4,24.0,19.0,2.6
26.6,0.2454728370221328,SOFT,RAI,71,,,,,34.0,118.677,,,2019_BHR,,9260.150905432596,2019,52.512,42.563,23.602,,,,163.2917505030181,3.0,Alfa Romeo Racing,63.903420523138834,,28.4,4.0,54.0,2.6
26.5,0.2058823529411764,SOFT,RAI,0,,,,,35.0,96.813,,,2019_BHR,,9832.426470588236,2019,30.421,42.745,23.647,,,,200.02941176470588,3.0,Alfa Romeo Racing,64.68872549019608,,28.3,5.0,50.0,2.3
26.5,0.199017199017199,SOFT,RAI,0,,,,,36.0,96.818,,,2019_BHR,,9904.159705159704,2019,30.444,42.724,23.65,,,,200.05159705159704,3.0,Alfa Romeo Racing,63.02702702702703,,28.3,6.0,65.0,2.0
26.5,0.1881188118811881,SOFT,RAI,0,,,,,37.0,95.967,,,2019_BHR,,9847.064356435643,2019,30.367,42.072,23.528,,,,202.12128712871288,3.0,Alfa Romeo Racing,63.62128712871287,,28.3,7.0,17.0,2.8
26.5,0.1936274509803921,SOFT,RAI,0,,,,,38.0,96.611,,,2019_BHR,,9811.333333333334,2019,30.493,42.43,23.688,,,,200.65196078431373,3.0,Alfa Romeo Racing,62.36764705882353,,28.1,8.0,28.0,2.3
26.4,0.2162162162162162,SOFT,RAI,68,,,,,39.0,96.552,,,2019_BHR,,9902.57493857494,2019,30.631,42.196,23.725,,,,200.51842751842756,3.0,Alfa Romeo Racing,62.91891891891892,,28.1,9.0,52.0,2.8
26.4,0.2044334975369458,SOFT,RAI,0,,,,,40.0,96.382,,,2019_BHR,,9899.31527093596,2019,30.567,42.196,23.619,,,,200.77586206896552,3.0,Alfa Romeo Racing,62.85714285714285,,28.0,10.0,45.0,2.4
26.4,0.2137592137592137,SOFT,RAI,0,,,,,41.0,96.497,,,2019_BHR,,9838.085995085996,2019,30.363,42.312,23.822,,,,200.83783783783784,3.0,Alfa Romeo Racing,62.87469287469288,,28.0,11.0,23.0,3.3
26.3,0.2186732186732186,SOFT,RAI,60,,,,,42.0,96.406,,,2019_BHR,,9866.66339066339,2019,30.478,42.114,23.814,,,,200.8918918918919,3.0,Alfa Romeo Racing,62.13759213759214,,28.0,12.0,53.0,2.7
26.3,0.2364532019704433,SOFT,RAI,124,,,,,43.0,96.084,,,2019_BHR,,9918.714285714286,2019,29.997,42.359,23.728,,,,201.756157635468,3.0,Alfa Romeo Racing,62.45812807881774,,28.0,13.0,47.0,2.8
26.3,0.2444987775061124,SOFT,RAI,121,,,,,44.0,97.341,,,2019_BHR,,9843.60880195599,2019,30.459,42.771,24.111,,,,198.5721271393643,3.0,Alfa Romeo Racing,61.603911980440095,,28.0,14.0,69.0,3.2
26.3,0.2183622828784119,SOFT,RAI,126,,,,,45.0,95.589,,,2019_BHR,,9932.970223325065,2019,29.897,41.879,23.813,,,,203.0545905707196,3.0,Alfa Romeo Racing,64.90322580645162,,27.8,15.0,59.0,2.5
26.2,0.2358722358722358,SOFT,RAI,122,,,,,46.0,96.66,,,2019_BHR,,10023.611793611792,2019,30.449,42.329,23.882,,,,200.75675675675677,3.0,Alfa Romeo Racing,63.40786240786241,,27.7,16.0,63.0,2.8
26.2,0.2271604938271605,SOFT,RAI,124,,,,,47.0,96.416,,,2019_BHR,,9899.17037037037,2019,30.338,42.133,23.945,,,,200.29135802469136,3.0,Alfa Romeo Racing,64.72592592592592,,27.7,17.0,39.0,2.6
26.2,0.2230392156862745,SOFT,RAI,126,,,,,48.0,96.562,,,2019_BHR,,10091.926470588236,2019,30.514,42.185,23.863,,,,200.52941176470588,3.0,Alfa Romeo Racing,64.41176470588235,,27.6,18.0,33.0,3.3
26.1,0.2389162561576354,SOFT,RAI,123,,,,,49.0,96.471,,,2019_BHR,,9847.056650246306,2019,30.103,42.365,24.003,,,,200.5369458128079,3.0,Alfa Romeo Racing,64.47536945812809,,27.5,19.0,58.0,2.9
26.1,0.2186732186732186,SOFT,RAI,123,,,,,50.0,96.598,,,2019_BHR,,10022.27027027027,2019,30.322,42.377,23.899,,,,200.41523341523344,3.0,Alfa Romeo Racing,64.61916461916462,,27.5,20.0,60.0,2.9
26.1,0.2352941176470588,SOFT,RAI,124,,,,,51.0,97.125,,,2019_BHR,,10151.622549019608,2019,30.289,42.89,23.946,,,,199.05392156862743,3.0,Alfa Romeo Racing,64.52941176470588,,27.5,21.0,57.0,2.9
26.1,0.2365853658536585,SOFT,RAI,125,,,,,52.0,97.069,,,2019_BHR,,10055.10975609756,2019,30.338,42.662,24.069,,,,200.00243902439024,3.0,Alfa Romeo Racing,63.99512195121951,,27.5,22.0,44.0,2.5
26.1,0.2341463414634146,SOFT,RAI,128,,,,,53.0,97.453,,,2019_BHR,,10124.99268292683,2019,30.457,43.149,23.847,,,,198.9878048780488,3.0,Alfa Romeo Racing,63.98292682926829,,27.6,23.0,52.0,2.6
26.1,0.2235872235872235,SOFT,RAI,126,,,,,54.0,96.945,,,2019_BHR,,10122.882063882063,2019,30.593,42.452,23.9,,,,199.97297297297297,3.0,Alfa Romeo Racing,64.08599508599508,,27.6,24.0,40.0,2.7
26.1,0.225473321858864,SOFT,RAI,581,,,,,55.0,137.327,,,2019_BHR,,8377.067125645439,2019,46.253,57.251,33.823,,,,140.5490533562823,3.0,Alfa Romeo Racing,30.502581755593805,,27.5,25.0,25.0,3.4
26.1,0.1669658886894075,SOFT,RAI,557,,,,,56.0,132.091,,,2019_BHR,,8820.691202872531,2019,41.56,56.667,33.864,,,,146.85457809694793,3.0,Alfa Romeo Racing,34.10771992818672,,27.6,26.0,24.0,3.4
26.1,0.1903765690376569,SOFT,RAI,478,,,,,57.0,113.516,,,2019_BHR,,9445.893305439333,2019,37.421,49.636,26.459,,,,170.85146443514645,3.0,Alfa Romeo Racing,48.86820083682009,,27.4,27.0,19.0,2.5
26.1,0.18854415274463,SOFT,BOT,419,,,,,1.0,98.944,,,2019_BHR,,10038.883054892602,2019,,42.43,23.703,,,,187.9928400954654,1.0,Mercedes,65.8090692124105,,29.2,4.0,16.0,2.3
26.1,0.2061611374407582,SOFT,BOT,421,,,,,2.0,100.173,,,2019_BHR,,9864.950236966824,2019,32.451,43.818,23.904,,,,193.16350710900477,1.0,Mercedes,66.08530805687204,,29.3,5.0,22.0,2.3
26.2,0.1893203883495145,SOFT,BOT,0,,,,,3.0,98.041,,,2019_BHR,,9904.703883495144,2019,31.066,43.15,23.825,,,,197.2378640776699,1.0,Mercedes,64.3495145631068,,29.3,6.0,11.0,1.6
26.2,0.1951807228915662,SOFT,BOT,0,,,,,4.0,98.212,,,2019_BHR,,9825.175903614458,2019,31.01,43.102,24.1,,,,197.13975903614457,1.0,Mercedes,64.43614457831325,,29.3,7.0,36.0,1.9
26.2,0.1897810218978102,SOFT,BOT,0,,,,,5.0,97.905,,,2019_BHR,,9843.525547445255,2019,31.32,42.673,23.912,,,,197.88077858880777,1.0,Mercedes,64.32603406326034,,29.2,8.0,41.0,3.1
26.2,0.1907090464547677,SOFT,BOT,0,,,,,6.0,97.171,,,2019_BHR,,9771.616136919316,2019,30.843,42.383,23.945,,,,198.7041564792176,1.0,Mercedes,65.31540342298288,,29.3,9.0,59.0,3.4
26.2,0.1907090464547677,SOFT,BOT,0,,,,,7.0,97.161,,,2019_BHR,,9930.205378973104,2019,30.779,42.44,23.942,,,,199.31540342298288,1.0,Mercedes,66.10268948655256,,29.2,10.0,3.0,2.3
26.2,0.1844660194174757,SOFT,BOT,0,,,,,8.0,97.639,,,2019_BHR,,9957.694174757282,2019,31.126,42.556,23.957,,,,198.20631067961165,1.0,Mercedes,64.84708737864078,,29.1,11.0,40.0,2.9
26.2,0.1769041769041769,SOFT,BOT,0,,,,,9.0,97.297,,,2019_BHR,,9902.626535626536,2019,30.846,42.413,24.038,,,,199.26289926289925,1.0,Mercedes,65.92874692874693,,29.1,12.0,49.0,2.9
26.2,0.1859903381642512,SOFT,BOT,0,,,,,10.0,97.68,,,2019_BHR,,9854.458937198067,2019,30.956,42.772,23.952,,,,198.1280193236715,1.0,Mercedes,65.83574879227054,,28.9,13.0,41.0,2.7
26.1,0.1791767554479419,SOFT,BOT,0,,,,,11.0,98.158,,,2019_BHR,,9900.273607748184,2019,30.802,43.356,24.0,,,,197.0169491525424,1.0,Mercedes,64.85714285714286,,28.8,14.0,22.0,1.9
26.1,0.2132701421800948,SOFT,BOT,0,,,,,12.0,100.185,,,2019_BHR,,9853.829383886256,2019,31.024,42.756,26.405,,,,192.84597156398104,1.0,Mercedes,67.24407582938389,,28.8,15.0,334.0,2.5
26.1,0.2052845528455284,MEDIUM,BOT,57,,,,,13.0,117.03,,,2019_BHR,,9404.70325203252,2019,51.726,41.801,23.503,,,,164.90650406504065,2.0,Mercedes,65.48170731707317,,28.8,1.0,31.0,2.5
26.1,0.173697270471464,MEDIUM,BOT,65,,,,,14.0,95.786,,,2019_BHR,,10238.493796526054,2019,30.208,42.087,23.491,,,,202.71712158808933,2.0,Mercedes,66.54838709677419,,28.9,2.0,352.0,1.6
26.1,0.193069306930693,MEDIUM,BOT,0,,,,,15.0,95.798,,,2019_BHR,,9975.002475247526,2019,30.264,42.055,23.479,,,,202.0618811881188,2.0,Mercedes,69.29207920792079,,28.8,3.0,26.0,2.1
26.1,0.182716049382716,MEDIUM,BOT,0,,,,,16.0,96.572,,,2019_BHR,,9975.61975308642,2019,30.308,42.669,23.595,,,,200.45925925925928,2.0,Mercedes,65.00246913580247,,28.8,4.0,17.0,2.0
26.1,0.1887254901960784,MEDIUM,BOT,0,,,,,17.0,96.656,,,2019_BHR,,9987.904411764706,2019,30.35,42.587,23.719,,,,199.7549019607843,2.0,Mercedes,64.53676470588235,,28.7,5.0,34.0,2.4
26.1,0.1945812807881773,MEDIUM,BOT,38,,,,,18.0,96.66,,,2019_BHR,,9983.110837438424,2019,30.482,42.648,23.53,,,,199.935960591133,2.0,Mercedes,65.11576354679804,,28.7,6.0,2.0,2.7
26.1,0.1793611793611793,MEDIUM,BOT,0,,,,,19.0,96.555,,,2019_BHR,,10094.23095823096,2019,30.532,42.536,23.487,,,,200.51842751842756,2.0,Mercedes,64.57739557739558,,28.8,7.0,85.0,2.2
26.2,0.1822660098522167,MEDIUM,BOT,0,,,,,20.0,96.443,,,2019_BHR,,9924.785714285714,2019,30.406,42.535,23.502,,,,200.5862068965517,2.0,Mercedes,65.86699507389163,,29.0,8.0,345.0,2.5
26.3,0.1842751842751842,MEDIUM,BOT,0,,,,,21.0,96.569,,,2019_BHR,,9964.93366093366,2019,30.516,42.436,23.617,,,,200.1842751842752,2.0,Mercedes,66.54299754299754,,29.0,9.0,31.0,3.0
26.3,0.1793611793611793,MEDIUM,BOT,0,,,,,22.0,96.543,,,2019_BHR,,9895.486486486489,2019,30.824,42.214,23.505,,,,200.7076167076167,2.0,Mercedes,66.05159705159706,,28.8,10.0,50.0,2.2
26.4,0.1740196078431372,MEDIUM,BOT,0,,,,,23.0,96.668,,,2019_BHR,,10006.872549019608,2019,30.666,42.381,23.621,,,,199.9460784313725,2.0,Mercedes,64.44362745098039,,28.9,11.0,59.0,2.1
26.4,0.1842751842751842,MEDIUM,BOT,0,,,,,24.0,96.953,,,2019_BHR,,10020.493857493855,2019,30.821,42.442,23.69,,,,199.75429975429972,2.0,Mercedes,63.98034398034398,,28.9,12.0,9.0,2.9
26.5,0.1723300970873786,MEDIUM,BOT,0,,,,,25.0,97.307,,,2019_BHR,,10119.526699029126,2019,30.556,43.016,23.735,,,,199.36165048543688,2.0,Mercedes,64.06553398058253,,28.9,13.0,37.0,2.2
26.5,0.1882640586797066,MEDIUM,BOT,0,,,,,26.0,97.348,,,2019_BHR,,9959.122249388753,2019,30.55,42.991,23.807,,,,198.58679706601467,2.0,Mercedes,64.50611246943765,,28.9,14.0,31.0,2.7
26.5,0.1804878048780487,MEDIUM,BOT,0,,,,,27.0,97.39,,,2019_BHR,,9896.148780487803,2019,30.73,42.77,23.89,,,,198.47560975609755,2.0,Mercedes,64.03414634146341,,28.8,15.0,44.0,2.5
26.5,0.2009685230024213,MEDIUM,BOT,40,,,,,28.0,98.113,,,2019_BHR,,9903.702179176757,2019,31.103,43.26,23.75,,,,197.29297820823248,2.0,Mercedes,64.74334140435835,,28.8,16.0,40.0,3.2
26.6,0.1882640586797066,MEDIUM,BOT,0,,,,,29.0,97.226,,,2019_BHR,,9849.361858190709,2019,30.871,42.624,23.731,,,,199.0488997555012,2.0,Mercedes,64.45721271393643,,28.9,17.0,12.0,2.3
26.6,0.1902439024390244,MEDIUM,BOT,0,,,,,30.0,97.52,,,2019_BHR,,9837.365853658535,2019,30.981,42.859,23.68,,,,198.8219512195122,2.0,Mercedes,65.26341463414634,,28.7,18.0,22.0,2.9
26.6,0.173170731707317,MEDIUM,BOT,0,,,,,31.0,97.321,,,2019_BHR,,9905.541463414636,2019,30.868,42.745,23.708,,,,199.01463414634145,2.0,Mercedes,64.3219512195122,,28.6,19.0,41.0,2.5
26.6,0.1956521739130435,MEDIUM,BOT,0,,,,,32.0,97.922,,,2019_BHR,,9989.719806763283,2019,31.04,43.176,23.706,,,,197.81642512077292,2.0,Mercedes,64.3623188405797,,28.6,20.0,9.0,2.4
26.6,0.1824817518248175,MEDIUM,BOT,0,,,,,33.0,97.656,,,2019_BHR,,9951.41605839416,2019,30.928,42.906,23.822,,,,198.1362530413625,2.0,Mercedes,63.55961070559611,,28.4,21.0,19.0,2.6
26.6,0.1867321867321867,MEDIUM,BOT,0,,,,,34.0,97.438,,,2019_BHR,,9812.07371007371,2019,30.809,42.832,23.797,,,,199.06633906633903,2.0,Mercedes,64.75921375921376,,28.4,22.0,38.0,2.6
26.5,0.1842751842751842,MEDIUM,BOT,0,,,,,35.0,96.896,,,2019_BHR,,9858.471744471744,2019,30.675,42.562,23.659,,,,199.53562653562653,2.0,Mercedes,64.4914004914005,,28.3,23.0,357.0,2.9
26.5,0.1835748792270531,MEDIUM,BOT,0,,,,,36.0,97.928,,,2019_BHR,,9963.519323671497,2019,30.887,43.273,23.768,,,,197.69323671497585,2.0,Mercedes,64.01449275362319,,28.3,24.0,43.0,3.1
26.5,0.2154566744730679,MEDIUM,BOT,0,,,,,37.0,101.713,,,2019_BHR,,9721.922716627634,2019,31.297,43.347,27.069,,,,189.92037470725995,2.0,Mercedes,64.73067915690866,,28.3,25.0,65.0,2.0
26.5,0.2036290322580645,MEDIUM,BOT,34,,,,,38.0,117.545,,,2019_BHR,,9446.685483870968,2019,51.664,42.077,23.804,,,,165.1875,2.0,Mercedes,61.381048387096776,,28.2,26.0,55.0,3.0
26.4,0.1831683168316831,MEDIUM,BOT,0,,,,,39.0,95.757,,,2019_BHR,,10047.581683168317,2019,30.2,42.097,23.46,,,,202.70049504950492,2.0,Mercedes,64.89851485148515,,28.1,27.0,52.0,2.8
