season,gp_name,session_name,session_type,driver,team,lap_number,lap_time,sector_1_time,sector_2_time,sector_3_time,position,track_status,is_pit_lap,compound,stint,tyre_life,fresh_tyre,speed_mean,speed_max,throttle_mean,brake_mean,rpm_mean,rpm_max,drs_activations,air_temp,track_temp,humidity,wind_speed,wind_dir,pressure
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,47.0,94.922,30.382,41.108,23.432,6.0,1,False,HARD,3.0,22.0,True,203.83163265306123,307.0,66.30867346938776,0.1836734693877551,10571.114795918367,12887.0,0,24.7,26.3,73.5,1.2,225.0,1016.5
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,48.0,94.817,30.422,40.971,23.424,6.0,1,False,HARD,3.0,23.0,True,204.0916030534351,305.0,66.84478371501272,0.183206106870229,10616.590330788804,12624.0,0,24.7,26.2,73.7,0.5,231.0,1016.4
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,49.0,94.967,30.391,41.113,23.463,6.0,1,False,HARD,3.0,24.0,True,203.27226463104327,305.0,66.34605597964376,0.178117048346056,10554.91603053435,12607.0,0,24.7,26.1,74.3,0.9,187.0,1016.5
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,50.0,95.061,30.385,41.152,23.524,6.0,1,False,HARD,3.0,25.0,True,203.39285714285714,306.0,66.0,0.18877551020408162,10571.72193877551,12389.0,0,24.7,26.3,74.1,1.0,294.0,1016.5
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,51.0,96.831,31.436,41.81,23.585,7.0,1,False,HARD,3.0,26.0,True,199.6325,305.0,65.065,0.1925,10533.47,12443.0,0,24.7,26.3,74.2,0.9,260.0,1016.5
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,52.0,95.5,30.504,41.418,23.578,7.0,1,False,HARD,3.0,27.0,True,202.31472081218274,308.0,65.43654822335026,0.19289340101522842,10577.873096446701,12527.0,0,24.7,26.4,74.3,0.7,225.0,1016.5
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,53.0,95.556,30.494,41.503,23.559,7.0,1,False,HARD,3.0,28.0,True,202.41518987341772,306.0,65.42278481012659,0.17468354430379746,10619.924050632912,12882.0,0,24.7,26.2,74.7,0.7,198.0,1016.5
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,54.0,117.736,30.619,51.263,35.854,6.0,124,False,HARD,3.0,29.0,True,164.5082304526749,307.0,50.117283950617285,0.18518518518518517,9811.456790123457,12499.0,308,24.6,26.4,75.2,0.5,208.0,1016.5
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,55.0,130.805,40.205,55.996,34.604,6.0,4,False,HARD,3.0,30.0,True,147.9089219330855,276.0,44.146840148698885,0.19330855018587362,9613.068773234201,12848.0,538,24.6,26.4,75.1,0.9,226.0,1016.3
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,56.0,107.503,36.291,46.953,24.259,6.0,4,False,HARD,3.0,31.0,True,179.91196388261852,290.0,55.93679458239278,0.20993227990970656,10255.187358916479,12380.0,443,24.6,26.3,74.9,0.7,0.0,1016.4
2020,Bahrain Grand Prix,Race,Race,GAS,AlphaTauri,57.0,108.63,31.653,44.081,32.896,6.0,4,False,HARD,3.0,32.0,True,178.06473214285714,303.0,50.669642857142854,0.18973214285714285,10130.1875,12261.0,448,24.5,26.0,75.3,0.6,231.0,1016.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,1.0,132.787,,65.892,33.877,4.0,15,True,MEDIUM,1.0,4.0,False,139.2770642201835,293.0,36.289908256880736,0.22385321100917432,8974.05871559633,12793.0,545,25.4,28.6,65.9,0.6,294.0,1015.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,4.0,142.056,40.99,68.678,32.388,3.0,4,False,MEDIUM,2.0,8.0,False,135.83760683760684,268.0,34.9025641025641,0.28034188034188035,8929.495726495727,12321.0,585,25.1,27.2,72.3,0.8,357.0,1015.9
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,5.0,149.086,42.981,68.255,37.85,3.0,4,False,MEDIUM,2.0,9.0,False,129.6829268292683,275.0,35.33658536585366,0.25040650406504067,8102.390243902439,12436.0,615,25.0,27.3,73.5,1.0,299.0,1015.9
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,6.0,139.412,42.083,61.888,35.441,3.0,4,False,MEDIUM,2.0,10.0,False,138.97731239092496,277.0,35.83071553228621,0.25654450261780104,8930.671902268761,12430.0,573,25.0,27.3,73.8,0.8,329.0,1015.9
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,7.0,138.327,42.918,61.244,34.165,3.0,4,False,MEDIUM,2.0,11.0,False,139.91388400702988,284.0,36.66432337434095,0.37961335676625657,8736.41827768014,12756.0,569,25.0,27.2,73.7,0.8,318.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,9.0,95.363,30.447,41.34,23.576,3.0,1,False,MEDIUM,2.0,13.0,False,202.38481012658227,314.0,65.33417721518987,0.21772151898734177,10372.506329113925,12399.0,395,25.0,27.3,72.8,1.1,294.0,1015.9
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,10.0,95.087,30.374,41.217,23.496,3.0,1,False,MEDIUM,2.0,14.0,False,203.18112244897958,305.0,67.2015306122449,0.1989795918367347,10458.188775510203,12575.0,390,25.0,27.3,72.7,0.8,300.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,11.0,95.386,30.481,41.337,23.568,3.0,1,False,MEDIUM,2.0,15.0,False,202.6886075949367,303.0,67.1620253164557,0.1670886075949367,10419.559493670886,12741.0,0,25.1,27.3,72.3,0.0,352.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,12.0,95.647,30.574,41.622,23.451,3.0,1,False,MEDIUM,2.0,16.0,False,202.04303797468356,302.0,65.88101265822785,0.2,10540.93417721519,13005.0,0,25.0,27.3,72.3,0.3,272.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,13.0,95.636,30.434,41.688,23.514,3.0,12,False,MEDIUM,2.0,17.0,False,203.1544502617801,302.0,66.34293193717278,0.19109947643979058,10432.356020942409,12768.0,0,25.0,27.2,72.0,0.7,65.0,1016.1
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,14.0,95.625,30.389,41.638,23.598,3.0,21,False,MEDIUM,2.0,18.0,False,201.97222222222223,303.0,65.58838383838383,0.1994949494949495,10387.209595959595,12706.0,0,25.0,27.2,71.4,1.1,14.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,15.0,95.59,30.456,41.613,23.521,3.0,1,False,MEDIUM,2.0,19.0,False,202.07808564231738,302.0,65.25944584382871,0.20906801007556675,10406.760705289673,12493.0,0,25.0,27.0,71.3,0.6,0.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,16.0,95.873,30.478,41.804,23.591,3.0,1,False,MEDIUM,2.0,20.0,False,201.44444444444446,302.0,64.71464646464646,0.20707070707070707,10302.35606060606,12529.0,0,25.0,26.9,71.0,0.8,94.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,17.0,95.755,30.471,41.596,23.688,3.0,1,False,MEDIUM,2.0,21.0,False,201.69949494949495,303.0,66.17171717171718,0.20202020202020202,10308.204545454546,12682.0,0,25.0,27.0,70.8,0.5,301.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,18.0,95.927,30.561,41.619,23.747,3.0,1,False,MEDIUM,2.0,22.0,False,201.52272727272728,302.0,66.06313131313131,0.21212121212121213,10227.194444444445,12504.0,0,25.0,27.1,70.3,0.5,201.0,1016.0
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,19.0,95.812,30.528,41.556,23.728,3.0,1,False,MEDIUM,2.0,23.0,False,202.1608040201005,303.0,66.62060301507537,0.19597989949748743,10202.515075376885,12441.0,0,25.0,27.1,70.2,0.0,164.0,1016.1
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,20.0,98.907,30.456,42.083,26.368,2.0,1,True,MEDIUM,2.0,24.0,False,194.88206388206387,302.0,66.02457002457002,0.20393120393120392,10364.046683046683,12517.0,0,25.0,27.1,70.0,0.5,155.0,1016.2
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,21.0,115.617,50.709,41.467,23.441,5.0,1,True,HARD,3.0,1.0,True,167.50733752620545,298.0,63.704402515723274,0.22431865828092243,9778.15932914046,12686.0,0,25.1,27.1,69.7,0.6,182.0,1016.1
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,22.0,96.383,30.628,42.063,23.692,4.0,1,False,HARD,3.0,2.0,True,200.83123425692696,309.0,60.4080604534005,0.24433249370277077,10102.715365239295,12341.0,59,25.0,26.7,70.2,0.7,0.0,1016.2
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,23.0,94.752,30.01,41.313,23.429,3.0,1,False,HARD,3.0,3.0,True,203.8265306122449,332.0,66.3265306122449,0.2066326530612245,10187.375,12482.0,25,25.0,26.8,70.0,0.8,179.0,1016.2
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,24.0,94.542,30.2,41.004,23.338,3.0,1,False,HARD,3.0,4.0,True,204.34447300771208,302.0,67.15424164524421,0.20308483290488433,10274.506426735219,12224.0,0,24.9,26.7,70.3,1.0,202.0,1016.2
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,25.0,94.486,30.267,40.929,23.29,3.0,1,False,HARD,3.0,5.0,True,204.40153452685422,303.0,67.61892583120205,0.1969309462915601,10385.104859335039,12186.0,0,24.9,26.6,70.6,0.6,181.0,1016.2
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,26.0,94.547,30.27,40.874,23.403,3.0,1,False,HARD,3.0,6.0,True,204.60714285714286,303.0,67.01785714285714,0.20408163265306123,10338.390306122448,12331.0,0,24.9,26.5,71.4,0.0,219.0,1016.2
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,27.0,94.467,30.282,40.827,23.358,3.0,1,False,HARD,3.0,7.0,True,204.91326530612244,301.0,68.13010204081633,0.2755102040816326,10373.155612244898,12610.0,0,24.9,26.5,72.9,0.6,188.0,1016.3
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,28.0,94.57,30.198,40.946,23.426,3.0,1,False,HARD,3.0,8.0,True,204.38107416879797,302.0,67.87979539641944,0.19437340153452684,10342.299232736574,12385.0,0,24.7,26.3,73.4,0.6,326.0,1016.3
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,29.0,94.56,30.294,40.831,23.435,3.0,1,False,HARD,3.0,9.0,True,204.56923076923076,301.0,68.67179487179487,0.19230769230769232,10292.597435897436,12205.0,0,24.7,26.4,74.3,0.7,237.0,1016.3
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,30.0,94.734,30.357,40.897,23.48,3.0,1,False,HARD,3.0,10.0,True,203.83928571428572,301.0,67.63775510204081,0.20153061224489796,10209.334183673469,12362.0,0,24.7,26.4,74.4,1.2,258.0,1016.3
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,31.0,94.893,30.328,41.048,23.517,3.0,1,False,HARD,3.0,11.0,True,203.6386768447837,300.0,67.7531806615776,0.1984732824427481,10377.519083969466,12645.0,0,24.6,26.5,74.1,1.0,202.0,1016.3
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,32.0,94.612,30.221,41.029,23.362,3.0,1,False,HARD,3.0,12.0,True,204.35969387755102,302.0,67.68877551020408,0.1913265306122449,10350.780612244898,12317.0,0,24.7,26.5,73.9,0.6,194.0,1016.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,33.0,95.02,30.314,41.131,23.575,3.0,1,False,HARD,3.0,13.0,True,203.15816326530611,303.0,67.74234693877551,0.20153061224489796,10347.198979591836,12611.0,0,24.6,26.4,73.3,0.6,225.0,1016.3
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,34.0,95.066,30.332,41.22,23.514,3.0,1,False,HARD,3.0,14.0,True,203.44670050761422,301.0,67.248730964467,0.20558375634517767,10276.964467005077,12370.0,0,24.5,26.5,72.5,0.5,197.0,1016.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,35.0,95.22,30.431,41.162,23.627,2.0,1,False,HARD,3.0,15.0,True,202.67341772151897,302.0,67.70379746835442,0.20759493670886076,10256.987341772152,12274.0,0,24.5,26.3,72.0,0.6,232.0,1016.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,36.0,98.535,30.683,41.715,26.137,3.0,1,True,HARD,3.0,16.0,True,195.85085574572128,302.0,63.17114914425428,0.2371638141809291,10166.486552567238,12727.0,39,24.6,26.3,71.6,0.6,205.0,1016.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,37.0,114.988,50.792,41.084,23.112,5.0,1,True,HARD,4.0,1.0,True,168.56394129979034,304.0,64.24109014675052,0.23689727463312368,9798.377358490567,13087.0,65,24.6,26.4,71.3,0.6,205.0,1016.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,38.0,93.794,29.781,40.894,23.119,3.0,1,False,HARD,4.0,2.0,True,206.30154639175257,326.0,65.45360824742268,0.20618556701030927,10372.559278350516,12435.0,25,24.7,26.5,71.3,0.6,0.0,1016.4
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,39.0,93.943,30.246,40.696,23.001,3.0,1,False,HARD,4.0,3.0,True,206.0671834625323,302.0,66.60981912144703,0.20671834625322996,10351.431524547803,12538.0,0,24.8,26.5,71.0,0.9,191.0,1016.5
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,40.0,93.629,30.152,40.445,23.032,3.0,1,False,HARD,4.0,4.0,True,206.44702842377262,303.0,67.59689922480621,0.19896640826873385,10338.0,12107.0,0,24.8,26.7,70.9,0.6,225.0,1016.5
2020,Bahrain Grand Prix,Race,Race,PER,Racing Point,41.0,93.639,30.015,40.575,23.049,3.0,1,False,HARD,4.0,5.0,True,206.27249357326477,303.0,67.66838046272494,0.19794344473007713,10434.17737789203,12336.0,0,24.8,26.5,71.2,0.5,252.0,1016.5
